Rk,Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
96,Evan Cole,JR,2019-20,F,Georgia Tech,ACC,27,340,15.7,0.502,0.49,12.3,20.5,16.6,6.1,1.3,2.4,14.3,20.4,120,100.5,93.4,0.4,0.7,1.1,-0.6,1.9,1.3
97,John Ojiako,FR,2019-20,F,Virginia Tech,ACC,31,323,16.2,0.572,0.541,12.4,17.9,15.1,1.2,1.1,8.8,18.6,15.4,92,108.5,95.7,0.5,0.6,1.1,-2.7,4.4,1.7
98,Dominik Olejniczak,SR,2019-20,C,Florida State,ACC,29,310,19.1,0.621,0.611,12.7,12.4,12.6,2.6,1.7,6.3,20.8,20,115,108.3,96.1,0.6,0.5,1.1,0.7,3.4,4.1
99,Samuell Williamson,FR,2019-20,G,Louisville,ACC,31,475,10.7,0.532,0.509,6.8,11.5,9.2,7.1,1.3,1.3,21.4,17.7,135,97.2,97.7,0.3,0.8,1.1,0.6,3.2,3.8
100,Jairus Hamilton,SO,2019-20,F,Boston College,ACC,24,617,12.4,0.518,0.49,4.6,14.5,9.3,8.1,1.1,0.7,14.7,21.2,208,96.7,104.9,0.5,0.6,1,-0.3,-0.5,-0.8
101,Ody Oguama,FR,2019-20,F,Wake Forest,ACC,31,463,11.6,0.588,0.544,11.6,17.2,14.5,1.2,1.1,5.4,24.4,10.9,104,107.8,102.6,0.5,0.5,1,-0.3,3.2,2.9
102,Justin Pierce,SR,2019-20,G,North Carolina,ACC,32,588,11.7,0.435,0.422,9.9,13.4,11.6,9.1,1.3,1.7,12.5,16.9,170,98.6,105,0.5,0.5,1,0.9,1.5,2.4
103,Nik Popovic,SR,2019-20,F,Boston College,ACC,20,512,16.4,0.501,0.476,5.3,18.2,11.5,14.4,2.4,1.9,15.7,24.6,200,94.6,100.2,0.3,0.7,1,-0.5,2,1.5
104,Jordan Usher,JR,2019-20,G,Georgia Tech,ACC,23,611,9.7,0.48,0.432,3.4,15,9.5,15.7,1.7,1,22.9,20.7,193,87.8,95.9,-0.1,1.1,1,-2.1,3,0.9
105,Pat Andree,SR,2019-20,F,North Carolina State,ACC,27,377,10.7,0.469,0.427,3.2,15.7,9.5,2.2,1.7,1.1,7.3,18,109,100.8,100.4,0.4,0.5,0.9,0.6,-0.7,-0.2
106,RayQuan Evans,JR,2019-20,G,Florida State,ACC,30,332,13,0.556,0.507,1.8,10.6,6.2,21.7,1.4,1.1,23,16.2,105,106.9,100.2,0.5,0.5,0.9,0.4,1,1.5
107,Christian Keeling,SR,2019-20,G,North Carolina,ACC,33,633,10.9,0.49,0.468,4.1,11.6,7.7,6.5,1.4,1.1,14.6,19.1,190,96.3,105.7,0.4,0.5,0.9,-0.8,0.6,-0.2
108,Isaiah Mucius,SO,2019-20,F,Wake Forest,ACC,30,683,11.6,0.472,0.468,6.9,15.8,11.4,8.7,1.2,1.4,14.3,19.7,216,94.3,105.8,0.3,0.6,0.9,-0.1,1.2,1.1
109,Kody Stattmann,SO,2019-20,G,Virginia,ACC,24,515,6.2,0.42,0.408,2.6,11.1,7,6.9,1.2,2.6,17,14,84,81,90.8,-0.3,1.2,0.9,-2.9,4.5,1.7
110,Wyatt Wilkes,SO,2019-20,F,Florida State,ACC,28,255,14.9,0.568,0.554,5.1,8.2,6.7,10.9,1.8,1,14.1,19.3,91,113.5,100.2,0.6,0.3,0.9,4.4,0.2,4.6
111,CJ Felder,FR,2019-20,F,Boston College,ACC,31,635,10.4,0.479,0.449,6.3,15.6,10.7,6.7,1.4,2.4,17.6,17.7,174,90.7,102.8,0.1,0.7,0.8,-3.1,1.6,-1.5
112,Ismael Massoud,FR,2019-20,F,Wake Forest,ACC,31,379,14,0.549,0.52,1.8,16.4,9.3,4.9,1.5,3.3,14.5,20.7,127,100.9,103.8,0.4,0.4,0.8,1.5,0.7,2.2
113,Andrew Platek,JR,2019-20,G,North Carolina,ACC,31,561,9.4,0.441,0.419,4.3,8.2,6.2,13.9,1,0.4,12.2,13.3,131,101.4,108.4,0.5,0.3,0.8,0.6,0.4,1
114,Derryck Thornton,SR,2019-20,G,Boston College,ACC,29,912,11.7,0.479,0.423,1.4,9,5.1,24.6,2,0.6,20.2,26.7,370,88.9,105.2,0,0.8,0.8,-1,-0.3,-1.3
115,Clyde Trapp,JR,2019-20,G,Clemson,ACC,21,538,8.8,0.45,0.438,0.4,17.7,9,19.6,1.6,0.5,20,17.4,137,86.9,97.2,-0.1,0.9,0.8,-1.7,2.8,1.1
116,Alex Hemenway,FR,2019-20,G,Clemson,ACC,15,183,15.8,0.707,0.7,1.9,6.5,4.2,7.3,0,0,10.5,16.7,57,125.4,105.2,0.5,0.2,0.7,5.1,-1.7,3.3
117,Justin Robinson,SR,2019-20,F,Duke,ACC,15,102,28.3,0.657,0.661,7.6,15.7,11.8,12,2.7,15.2,8.6,16,39,137.2,83.7,0.4,0.3,0.7,7.5,11.4,18.9
118,Keith Stone,SR,2019-20,F,Miami (FL),ACC,18,420,11.7,0.439,0.388,7.3,14.8,11.1,7.3,2.6,2.9,14.4,14.4,102,96.4,102.2,0.2,0.5,0.7,0.4,3.5,3.9
119,Jesse Edwards,FR,2019-20,C,Syracuse,ACC,21,145,21.9,0.757,0.792,8.6,17.9,13.4,0,1.6,9.1,15.4,13.6,43,133.9,98.2,0.4,0.2,0.6,0.7,2.2,2.8
120,Khalid Moore,SO,2019-20,F,Georgia Tech,ACC,29,495,6.2,0.427,0.399,3.7,10.3,7.2,11.9,2.3,0.8,24.4,14.8,106,81.2,96.6,-0.3,0.8,0.6,-2.8,3.3,0.5
121,Torry Johnson,SR,2019-20,G,Wake Forest,ACC,28,692,6.4,0.518,0.443,1.7,6.6,4.2,8.6,1.2,0,22.1,13.9,155,93.3,109.9,0.2,0.3,0.5,-0.2,0.6,0.4
122,Casey Morsell,FR,2019-20,G,Virginia,ACC,30,653,3,0.345,0.322,1.6,7.9,4.9,7.6,1.8,1,13.1,17.8,116,71.5,91.5,-0.9,1.4,0.5,-4.3,3.1,-1.3
123,Anthony Walker,FR,2019-20,F,Miami (FL),ACC,25,308,13.4,0.456,0.424,8.4,10.8,9.7,3.1,2.5,5.5,14.3,17.5,86,94.1,102.9,0.1,0.3,0.5,-1.3,3.1,1.8
124,Harlond Beverly,FR,2019-20,G,Miami (FL),ACC,31,617,12,0.475,0.438,2,10.8,6.5,23.5,2,1,22.6,25.3,239,87.9,106.6,-0.1,0.5,0.4,-1.2,0.2,-0.9
125,Francisco Caffaro,SO,2019-20,C,Virginia,ACC,20,150,8.3,0.58,0.529,8.8,11.1,10,0,0.9,4.5,27.2,12.9,28,95.8,89.8,0.1,0.4,0.4,-4.4,2.9,-1.5
126,Trey Jemison,SO,2019-20,C,Clemson,ACC,30,251,8.5,0.479,0.49,13.6,14.2,13.9,3.3,1.4,3.7,25.9,15.7,61,88.1,96.5,0,0.4,0.4,-3.7,3.4,-0.3
127,Khavon Moore,SO,2019-20,G,Clemson,ACC,28,254,9.9,0.409,0.398,8.4,14,11.2,11.8,3.8,1.6,21.4,16.8,62,83.6,92.6,-0.1,0.5,0.4,-2.9,5.2,2.3
128,Jahcobi Neath,FR,2019-20,G,Wake Forest,ACC,30,554,9.3,0.497,0.469,1.4,9.6,5.6,23.7,1.5,0.2,25,18.9,173,90.8,108,0.1,0.3,0.4,-1,0.1,-0.9
129,Karim Coulibaly,FR,2019-20,F,Pittsburgh,ACC,26,257,9.7,0.433,0.42,10.2,9.2,9.7,4.3,1.2,1.9,13.8,18.8,71,91.1,104.8,0.1,0.2,0.3,-3.2,0.3,-2.9
130,Danny Dixon,SR,2019-20,F,North Carolina State,ACC,19,109,11.8,0.603,0.6,8.2,11.1,9.6,6.3,0.5,0,8.2,11,28,129.4,104.9,0.2,0.1,0.3,1.6,-0.2,1.4
131,Chase Hunter,FR,2019-20,G,Clemson,ACC,9,174,8.2,0.478,0.456,0.7,5.5,3.1,16.5,2.4,0,19.3,19.2,48,88.5,99.9,0,0.2,0.2,-1.5,0.6,-0.9
132,Justin McKoy,FR,2019-20,F,Virginia,ACC,14,104,5.5,0.442,0.385,6.3,11.5,9,2.1,0.6,1.3,15.9,10.6,15,91.2,92.3,0,0.2,0.2,-4.3,2.9,-1.4
133,Julian Rishwain,FR,2019-20,G,Boston College,ACC,30,447,7,0.453,0.438,1.2,14,7.3,12.7,2.4,0.7,21.4,19.1,116,80.6,102.2,-0.3,0.5,0.2,-2.6,0.6,-1.9
134,Howard Washington,JR,2019-20,G,Syracuse,ACC,20,148,10.1,0.392,0.308,1.5,11,6.4,27.8,3.2,0,27.3,13.8,34,88.8,102.4,0,0.2,0.2,-1.9,0.6,-1.3
135,Kamari Williams,FR,2019-20,F,Boston College,ACC,25,280,7.2,0.429,0.413,5.4,2.9,4.2,5,1.2,1.6,10,14.5,62,91.3,109,0,0.1,0.2,-1.5,-0.6,-2
136,K.J. Smith,JR,2019-20,G,North Carolina,ACC,20,123,6.5,0.378,0.275,1.7,9.8,5.6,21.5,2.3,0,27.4,12.7,24,82.6,105,-0.1,0.1,0.1,-2.7,0.7,-2
137,Sharone Wright Jr,SO,2019-20,G,Wake Forest,ACC,20,183,7.1,0.447,0.42,1.3,7.2,4.3,13.8,1.5,1.1,18.3,16.2,45,87.3,108.3,0,0.1,0.1,-2.1,0.3,-1.8
138,Nikola Djogo,SR,2019-20,G,Notre Dame,ACC,25,143,4.2,0.278,0.167,2.3,15.4,8.9,14.3,1.6,0.7,19.6,12.7,23,72.8,100.6,-0.1,0.2,0,-4.3,2.1,-2.2
139,Brycen Goodine,FR,2019-20,G,Syracuse,ACC,23,200,6.8,0.388,0.33,3.4,9.7,6.6,14.4,3.2,1.3,23.1,18.7,50,78.2,102.1,-0.2,0.2,0,-3.1,1.5,-1.6
140,Asanti Price,FR,2019-20,G,Georgia Tech,ACC,15,218,4.3,0.343,0.333,3.9,11.5,7.9,9.2,2.6,1.9,23.6,17.4,43,66.5,95.2,-0.4,0.4,0,-4.5,3.5,-1
141,Lucas Kraljevic,JR,2019-20,F,Boston College,ACC,22,141,-0.6,0.56,0.567,3.8,11.7,7.6,8.2,0.4,2.4,50.2,12.9,22,63.7,106.2,-0.2,0.1,-0.1,-7.7,1.5,-6.2
142,Gerald Drumgoole Jr.,FR,2019-20,G,Pittsburgh,ACC,21,187,-0.5,0.277,0.224,6.5,8.2,7.3,8,0.6,0.6,22.4,16,31,63.3,107.2,-0.4,0.1,-0.2,-5.3,-0.3,-5.6
143,Jeremiah Francis,FR,2019-20,G,North Carolina,ACC,16,218,3,0.332,0.258,0.5,9.5,4.9,20.7,1.8,0,19.5,21.3,58,73.8,106.2,-0.3,0.2,-0.2,-5,-0.5,-5.5
144,Chris Herren Jr.,SO,2019-20,G,Boston College,ACC,18,157,0.7,0.326,0.311,1.4,9,5,6.3,1.8,1.4,17.9,18,29,62.6,105.2,-0.3,0.1,-0.2,-7.4,0.1,-7.3
1,Markus Howard,SR,2019-20,G,Marquette,Big East,29,963,29.2,0.593,0.53,1.9,9.1,5.7,26.2,1.6,0.1,12.6,39.3,730,116.7,103.6,4.8,1,5.8,11.4,-1.4,9.9
2,Tyrique Jones,SR,2019-20,F,Xavier,Big East,32,902,29.1,0.571,0.557,17.1,26,21.6,11.6,2,4.1,12.7,24.6,451,117,90.6,3.1,2.1,5.1,4.7,5.3,10
3,Sean McDermott,SR,2019-20,F,Butler,Big East,31,1021,20.1,0.639,0.604,4.4,18.3,11.7,6.2,1.3,1.5,6.9,16.3,325,132.6,97,3.3,1.7,5,6.6,2.9,9.6
4,Saddiq Bey,SO,2019-20,F,Villanova,Big East,31,1051,21.6,0.608,0.584,4.5,11.4,8,14.9,1.4,1.1,10.1,22.8,464,121,101,3.6,1.4,4.9,6.8,1.9,8.8
5,Ty-Shon Alexander,JR,2019-20,G,Creighton,Big East,31,1076,21.5,0.592,0.538,0.9,14.5,8.1,12.3,2.2,0.8,8.7,23.1,477,118.6,100.1,3.4,1.5,4.8,6.2,1.6,7.8
6,Paul Reed,JR,2019-20,F,DePaul,Big East,29,918,27.5,0.561,0.538,11.1,25.9,18.4,11.5,3.3,9.7,14.4,24,421,109.6,88.8,2.2,2.3,4.5,3.2,8.2,11.5
7,Marcus Zegarowski,SO,2019-20,G,Creighton,Big East,31,1073,20.7,0.608,0.588,0.6,11,6.1,27.6,1.8,0.3,16.3,23.5,505,114.8,102.7,3.2,1.2,4.4,6.4,0.8,7.1
8,Collin Gillespie,JR,2019-20,G,Villanova,Big East,31,1058,19.2,0.541,0.497,0.7,11.4,6.2,26.4,2.1,0.2,12.2,24.5,477,111.6,100,2.8,1.5,4.3,5,1.7,6.7
9,Kamar Baldwin,SR,2019-20,G,Butler,Big East,31,981,21.9,0.51,0.469,1.9,15.3,9,23.8,2.1,2.1,11.2,31,488,106.3,95.9,2.4,1.8,4.2,3.4,3.4,6.8
10,Mitchell Ballock,JR,2019-20,G,Creighton,Big East,31,1115,17.1,0.616,0.605,1.4,14.3,8.3,14.6,1.2,0.9,8.6,15,355,125.2,102.3,2.9,1.3,4.2,6.6,2.1,8.6
11,Naji Marshall,JR,2019-20,F,Xavier,Big East,31,1106,18.7,0.53,0.496,3.5,15.9,9.7,24,2,1.3,17.4,26.7,512,102.6,96.4,1.9,1.9,3.9,3.6,3.4,7
12,Quincy McKnight,SR,2019-20,G,Seton Hall,Big East,30,922,19.3,0.556,0.483,1.6,9.8,5.9,32.7,2.8,0.6,17.5,20.7,401,114.3,98.4,2.5,1.4,3.9,5.1,2.2,7.3
13,Jeremiah Robinson-Earl,FR,2019-20,F,Villanova,Big East,31,1013,18.1,0.552,0.496,9.2,23.3,16.4,11.2,2,1.7,18.7,18.8,356,108.2,95,1.8,1.9,3.8,1.8,5,6.8
14,Myles Powell,SR,2019-20,G,Seton Hall,Big East,28,883,22.3,0.524,0.479,3.3,11.2,7.4,21.3,2.2,0.6,12.2,35.6,544,104.9,99.1,2.3,1.3,3.6,6.3,0.5,6.7
15,Jermaine Samuels,JR,2019-20,F,Villanova,Big East,30,910,18.4,0.571,0.532,4.9,15.6,10.4,12.9,1.8,2.3,12.4,18.6,323,115.6,97.7,2.2,1.5,3.6,4,4,8
16,David Duke,SO,2019-20,G,Providence,Big East,31,997,16.2,0.542,0.483,2.4,12.4,7.1,19.6,2.8,1.3,16.5,19.9,366,107.8,96.3,1.8,1.7,3.5,2.9,3.3,6.2
17,Bryce Nze,JR,2019-20,F,Butler,Big East,31,889,19.2,0.633,0.634,10.9,17,14.1,9.7,1.9,2.7,21.8,17.8,293,112.3,95.3,1.9,1.6,3.5,3.2,5.3,8.6
18,Alpha Diallo,SR,2019-20,G,Providence,Big East,31,1013,18.8,0.489,0.455,10.2,16.2,13,16.5,2.7,3.3,17.1,25.6,445,98.9,93.9,1.3,2,3.3,2.2,4.9,7
19,Omer Yurtseven,SR,2019-20,C,Georgetown,Big East,26,709,27.2,0.571,0.539,15.3,24.1,19.7,10.3,0.9,6,14.3,27.9,382,111.7,100.4,2.1,1,3.1,3.7,2.9,6.6
20,LJ Figueroa,JR,2019-20,G,St. John's (NY),Big East,32,907,18.8,0.486,0.463,3.4,12.9,8,14.9,3.7,2.2,9.3,26.8,425,101.5,95.7,1.4,1.6,3,3.7,2.6,6.4
21,Romaro Gill,SR,2019-20,C,Seton Hall,Big East,30,734,20.2,0.644,0.628,8.2,16.4,12.5,1,0.6,13.3,15.4,14.4,215,119,93.4,1.5,1.5,3,0.7,7.9,8.6
22,Charlie Moore,JR,2019-20,G,DePaul,Big East,32,1140,16.1,0.493,0.437,1.4,8.8,5.1,34.3,2.4,0.2,18.2,26,536,100.2,102.5,1.7,1.3,3,2.7,-0.2,2.5
23,Jared Rhoden,SO,2019-20,G,Seton Hall,Big East,30,772,17.3,0.534,0.516,6.5,20,13.6,8.4,2.6,1.1,10.8,18.2,262,110.2,93.4,1.4,1.6,3,3.4,3.6,7
24,Julian Champagnie,FR,2019-20,G,St. John's (NY),Big East,32,819,18.6,0.53,0.498,6.7,19.5,12.8,5.5,2.6,3.7,11.3,19,295,107.1,94.8,1.3,1.5,2.9,1.2,3.5,4.7
25,Christian Bishop,SO,2019-20,F,Creighton,Big East,31,669,21.1,0.598,0.595,10.2,16.7,13.6,11.4,1.8,5.5,17.3,20.8,280,113.4,97.1,1.7,1.1,2.8,2.5,5.1,7.6
26,Luwane Pipkins,SR,2019-20,G,Providence,Big East,31,820,16.1,0.533,0.475,1.6,10.9,6,21.9,2.7,0.3,16.2,22.1,325,106.6,97.5,1.5,1.3,2.8,4.2,1.3,5.6
27,Damien Jefferson,JR,2019-20,F,Creighton,Big East,30,812,17.1,0.567,0.556,7.4,14.9,11.4,9.7,1.3,0.6,12.3,18,286,113.4,101.8,1.7,1,2.7,3,1.8,4.8
28,Jagan Mosely,SR,2019-20,G,Georgetown,Big East,32,1115,13.5,0.643,0.585,2.2,11.8,7.1,18,2,0.9,24.7,11.7,285,115.3,105.9,1.8,0.9,2.7,3.7,2.5,6.2
29,Paul Scruggs,JR,2019-20,G,Xavier,Big East,28,932,15,0.557,0.537,3.3,11.4,7.4,17.7,2.1,1.4,19.8,21.2,339,101.6,97.9,1.2,1.5,2.7,2.5,3.2,5.8
30,Sacar Anim,SR,2019-20,G,Marquette,Big East,30,1005,14.3,0.523,0.498,4.1,8.8,6.6,8.9,1.7,0.8,12.2,20.7,365,105.1,103.1,1.6,1.1,2.6,2.3,1.3,3.6
31,Zach Freemantle,FR,2019-20,F,Xavier,Big East,32,658,17.2,0.531,0.49,8.4,14.5,11.5,5.5,1.5,3.6,11,19.2,227,110,96.8,1.2,1.1,2.4,0.8,3.2,4.1
32,Aaron Thompson,JR,2019-20,G,Butler,Big East,27,874,12.9,0.509,0.481,1.2,9.2,5.4,26.8,1.8,1.8,21,15.2,242,105.3,99.4,1.1,1.3,2.4,0.7,3.5,4.2
33,Brendan Bailey,SO,2019-20,F,Marquette,Big East,30,762,13.8,0.531,0.526,5.9,16,11.2,8.6,1.3,2.9,10.2,14.4,212,113,99.6,1.2,1.1,2.3,3.2,3.2,6.5
34,Bryce Golden,SO,2019-20,F,Butler,Big East,31,664,16.4,0.551,0.53,10,12.1,11.1,11.2,1.4,0.7,15.5,21.8,249,108.6,99.3,1.4,1,2.3,2.9,2.1,5
35,Sandro Mamukelashvili,JR,2019-20,F,Seton Hall,Big East,20,522,21.6,0.613,0.605,8.9,15.5,12.4,11,1.1,2.4,12.6,20.9,220,118.5,98.4,1.5,0.8,2.3,5.5,2.6,8.1
36,Justin Moore,FR,2019-20,G,Villanova,Big East,31,926,13.6,0.539,0.52,1,10.6,5.9,12.4,1.4,0.9,14.5,21.6,320,101,101.5,1.1,1.2,2.3,1.6,1.6,3.2
37,Kalif Young,SR,2019-20,F,Providence,Big East,31,616,16.3,0.533,0.524,10.8,16.8,13.6,8.9,1.9,3.6,10.4,12.8,168,118.6,95.2,1.2,1.1,2.3,1.7,5,6.6
38,Jaylen Butz,JR,2019-20,F,DePaul,Big East,31,845,16.7,0.58,0.593,8.3,13.2,10.7,6,2.4,3,20.4,19.3,292,101.2,99.4,1,1.2,2.2,0.3,3,3.3
39,Marcellus Earlington,SO,2019-20,F,St. John's (NY),Big East,32,583,20.8,0.502,0.485,12.4,13.8,13.1,7,3,1.8,8.9,25,275,106.4,96.8,1.2,1,2.2,2.4,1.3,3.8
40,Theo John,JR,2019-20,F,Marquette,Big East,30,626,16.5,0.559,0.549,9.9,16.8,13.5,6.6,1.2,9,16.4,12.8,170,114.2,95.8,1,1.1,2.2,1,7.3,8.3
41,Rasheem Dunn,JR,2019-20,G,St. John's (NY),Big East,29,833,14.9,0.476,0.405,2,11.7,6.6,22.2,1.9,0,13.6,23.3,351,99.8,101.4,1,1,2.1,1,0.5,1.5
42,Nate Watson,JR,2019-20,C,Providence,Big East,27,510,21.7,0.527,0.511,15,11.6,13.4,6.5,1.8,3.4,10.8,24.5,233,110.2,97.4,1.3,0.8,2.1,2.1,2,4.1
43,Romeo Weems,FR,2019-20,F,DePaul,Big East,32,962,12.5,0.503,0.487,5.8,11.9,8.8,10.1,2.4,3.1,17,15.3,261,99.6,99.7,0.8,1.4,2.1,0.7,3.8,4.5
44,Terrell Allen,SR,2019-20,G,Georgetown,Big East,32,956,13.5,0.543,0.496,1.5,7.1,4.3,24.6,2.3,0.1,20.5,17.7,324,105.3,107.4,1.4,0.6,2,2.2,0.2,2.4
45,Jason Carter,JR,2019-20,F,Xavier,Big East,32,940,10.8,0.482,0.448,6.5,11.9,9.2,8.7,1.4,2.5,18.2,14.7,232,97.1,98.8,0.6,1.4,2,-0.1,4.2,4.1
46,Josh Roberts,SO,2019-20,F,St. John's (NY),Big East,29,550,19.5,0.527,0.537,12.3,18.7,15.3,7.8,1.4,9.4,9.8,12.8,162,117.3,95.4,1,1,2,0.8,7.2,8
47,Jalen Coleman-Lands,SR,2019-20,G,DePaul,Big East,32,969,10.5,0.5,0.461,1.7,8.2,4.9,7.3,1.3,0.4,11.2,20,317,100.9,105.3,1,0.9,1.9,1.4,-0.9,0.5
48,Mac McClung,SO,2019-20,G,Georgetown,Big East,21,563,21,0.508,0.449,3.1,9.4,6.3,19.6,2.9,0.8,10.2,30.9,306,107,104.9,1.4,0.5,1.9,4.6,-0.1,4.5
49,Jordan Tucker,JR,2019-20,F,Butler,Big East,30,682,13.2,0.526,0.482,3.4,16.2,10.2,6.4,0.7,0.9,14.2,23.7,241,101.7,99.4,0.9,1,1.9,1.9,0.3,2.2
50,Jahvon Blair,JR,2019-20,G,Georgetown,Big East,31,819,13.9,0.502,0.462,2.7,9.9,6.3,14.3,1.5,0,11.4,22.1,314,104.9,108.4,1.3,0.5,1.8,3.7,-1,2.7
51,Jamal Cain,JR,2019-20,F,Marquette,Big East,30,552,15,0.595,0.573,6.4,17.6,12.3,8.4,1.9,2,18.1,14.1,156,112.3,98.2,0.9,0.9,1.8,2.6,3.4,6
52,Denzel Mahoney,SR,2019-20,G,Creighton,Big East,21,472,19.4,0.557,0.497,5.6,9.8,7.8,5.6,2.3,0.4,11.4,27.6,228,108,101.9,1.1,0.6,1.7,3.1,-0.8,2.3
53,Koby McEwen,JR,2019-20,G,Marquette,Big East,29,829,10.5,0.509,0.412,1.1,17,9.5,21.2,1.1,0.2,23.2,20.8,298,96.8,101,0.7,1.1,1.7,0.7,1.5,2.2
54,Greg Williams Jr.,SO,2019-20,G,St. John's (NY),Big East,31,724,12.4,0.497,0.471,2.8,10.1,6.3,14.1,3.1,1.5,15.2,13.4,184,102.1,98.8,0.6,1.1,1.7,0.8,3.4,4.2
55,Mustapha Heron,SR,2019-20,G,St. John's (NY),Big East,21,521,16.5,0.53,0.474,1.9,8.1,4.8,12.6,1.1,1.3,11.1,27.1,255,105.8,104,1.1,0.5,1.6,3.2,-1.4,1.8
56,Emmitt Holt,SR,2019-20,F,Providence,Big East,27,412,17,0.553,0.515,8.3,18.9,13.3,8.2,1.3,2.3,11.4,15.4,127,117.1,96.7,0.9,0.7,1.6,1.8,2.6,4.4
57,Jamorko Pickett,JR,2019-20,G,Georgetown,Big East,32,989,12.5,0.488,0.452,6.7,15.6,11.2,6.7,1.2,3.3,16,19.4,316,97,105,0.7,0.9,1.6,0.5,2.1,2.5
58,Qudus Wahab,FR,2019-20,C,Georgetown,Big East,32,470,19.5,0.598,0.583,10.8,21.1,16,4.6,1,7.2,15,17.7,167,114.7,100.8,1,0.6,1.6,1.1,3.6,4.6
59,Jayce Johnson,SR,2019-20,C,Marquette,Big East,27,397,16.8,0.601,0.629,17.1,24.9,21.2,5.3,0.3,3.9,20.4,13.2,123,118.6,97.3,0.8,0.7,1.5,1.6,3,4.6
60,A.J. Reeves,SO,2019-20,G,Providence,Big East,28,613,12.1,0.494,0.474,4.1,12,7.8,10.8,2.2,1.1,14.7,19.2,192,98.7,98,0.5,1,1.5,1.4,2,3.4
61,Shavar Reynolds,JR,2019-20,G,Seton Hall,Big East,30,474,12.5,0.59,0.548,3.4,8.5,6.1,11.1,2.9,0.2,17.1,13.3,126,113.4,98.8,0.8,0.7,1.5,3.1,2.9,6
62,Cole Swider,SO,2019-20,F,Villanova,Big East,31,573,12.9,0.562,0.558,4.5,13.5,9.1,6.1,0.6,1.7,12.5,17.5,169,106.2,101.5,0.8,0.7,1.5,1.9,1.3,3.2
63,Myles Cale,JR,2019-20,G,Seton Hall,Big East,30,691,10.2,0.473,0.46,3.9,13.2,8.8,6.8,2.5,0.4,14.4,15.8,174,94.5,97.3,0.3,1.1,1.4,0.7,3,3.7
64,Nick Rutherford,SR,2019-20,G,St. John's (NY),Big East,32,724,11.6,0.441,0.392,1.1,9.9,5.3,23.5,4.3,1.6,20.7,16,202,90.4,95.8,0.1,1.3,1.4,-1.2,3.8,2.6
65,Maliek White,SR,2019-20,G,Providence,Big East,30,774,8.9,0.455,0.414,0.8,8,4.2,18.9,2.2,0.3,17.8,19.6,235,91.7,99.8,0.2,1.1,1.3,-0.3,0.9,0.6
66,Henry Baddley,SR,2019-20,G,Butler,Big East,25,352,13.2,0.595,0.613,2.6,9.2,6.1,2.1,3.2,1.3,5.6,11.1,68,121.3,96.4,0.6,0.6,1.2,3,3.8,6.8
67,Greg Elliott,SO,2019-20,G,Marquette,Big East,24,454,12.8,0.566,0.537,3.3,10.7,7.2,13.3,2,0.7,17,13.9,125,111.4,101.8,0.7,0.5,1.2,2.5,2.2,4.7
68,David Caraher,SO,2019-20,G,St. John's (NY),Big East,32,470,12,0.499,0.46,4.9,8.8,6.8,12,1.7,0.2,12,15.5,141,106,102.9,0.6,0.5,1.1,1.2,0.5,1.7
69,Quentin Goodin,SR,2019-20,G,Xavier,Big East,30,783,7.7,0.442,0.416,1,7.6,4.3,21.2,2.1,0.4,22.9,16.6,201,88,100.3,-0.1,1.1,1,-1.1,1.8,0.7
70,Kelvin Jones,SR,2019-20,C,Creighton,Big East,28,313,15.3,0.545,0.551,17.5,18.8,18.2,7.2,1.8,4.7,25.2,16.9,107,104.4,96.1,0.4,0.6,1,0.5,4.6,5
71,Nick Ongenda,FR,2019-20,C,DePaul,Big East,27,266,16.5,0.63,0.638,10.1,12,11,4.9,1.3,10.4,16,12.5,73,119.8,98.6,0.5,0.4,0.9,0.5,6.1,6.7
72,Dhamir Cosby-Roundtree,JR,2019-20,F,Villanova,Big East,29,223,14.5,0.681,0.69,11.6,21.1,16.5,8.1,1.6,1.8,27.1,10.4,53,119.9,96.4,0.4,0.4,0.8,0.9,4.5,5.4
73,Greg Gantt,FR,2019-20,F,Providence,Big East,27,338,10.7,0.515,0.483,8,12.4,10,4.9,3.2,2.4,23,12.4,72,96.3,94.5,0.2,0.6,0.8,-0.4,4.6,4.1
74,Kyky Tandy,FR,2019-20,G,Xavier,Big East,25,462,9.4,0.499,0.487,1.2,6.4,3.8,9.4,0.8,0.9,13.4,20.8,146,96.7,103.4,0.3,0.5,0.8,0.2,-0.3,-0.1
75,Darious Hall,SO,2019-20,F,DePaul,Big East,32,586,8.5,0.435,0.385,6.6,19,12.7,6.7,1.8,1,20.7,17.1,151,84.8,99,-0.2,0.9,0.7,-3.8,1.6,-2.2
76,Shereef Mitchell,FR,2019-20,G,Creighton,Big East,27,372,9.8,0.49,0.454,1.9,9.1,5.7,17,3.1,0.3,23.4,13.6,90,96.3,100.6,0.2,0.5,0.7,-0.5,2.8,2.3
77,Bryce Moore,SR,2019-20,G,Xavier,Big East,31,444,5.3,0.443,0.417,0.7,6.7,3.7,5.4,2.2,0.5,11.9,11.3,73,93,100.2,0.1,0.6,0.7,-0.5,2.3,1.8
