Rk,Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
1,Mason Jones,JR,2019-20,G,Arkansas,SEC,31,1050,27.2,0.614,0.533,2.4,16.2,9.4,23,2.7,0.5,15.1,31.6,663,115.7,96.2,4.2,1.8,6.1,8.2,1.9,10.1
2,Reggie Perry,SO,2019-20,F,Mississippi State,SEC,31,963,28.5,0.587,0.531,12.4,25.2,19.1,16.4,1.6,4.1,16.4,28.6,533,116.5,97.5,3.7,1.6,5.2,6,3.1,9.1
3,Skylar Mays,SR,2019-20,G,Louisiana State,SEC,31,1067,23.7,0.622,0.564,1.6,13.8,8.1,17,2.9,0.7,14.4,22,494,123.7,102.6,3.9,1.2,5.1,7,1.7,8.7
4,Nick Richards,JR,2019-20,F,Kentucky,SEC,31,919,25.8,0.674,0.642,11.3,18.6,15.3,1.7,0.2,8,13.2,20.7,394,127.8,95.8,3.4,1.6,5.1,4.1,3.5,7.5
5,Keyontae Johnson,SO,2019-20,F,Florida,SEC,31,970,23.9,0.621,0.593,6.9,20.4,13.8,10.9,2.4,1.2,13.1,21.9,410,121.6,97,3.3,1.6,4.9,5.9,3.5,9.4
6,Immanuel Quickley,SO,2019-20,G,Kentucky,SEC,30,989,20.4,0.595,0.511,2.1,11.9,7.4,11.4,1.6,0.5,10.6,23.4,439,121.3,99.8,3.4,1.4,4.8,6.2,1.1,7.3
7,John Fulkerson,JR,2019-20,F,Tennessee,SEC,31,934,23.8,0.652,0.614,8.3,14.6,11.5,10.2,2.1,3.2,14.9,21.5,385,121.6,96.9,3.1,1.6,4.6,4.5,3.4,7.8
8,Kerry Blackshear Jr.,SR,2019-20,F,Florida,SEC,31,842,24,0.572,0.485,10.9,22.1,16.6,11.9,1.3,2.6,13.7,25,409,119,97.9,3.1,1.3,4.4,5.2,2.8,8.1
9,Samir Doughty,SR,2019-20,G,Auburn,SEC,31,1032,19.4,0.555,0.493,2.9,9.8,6.3,16.9,2,0.4,13.6,25,491,114.1,101.7,3,1.3,4.3,5.2,1,6.3
10,Kira Lewis Jr.,SO,2019-20,G,Alabama,SEC,31,1167,19.8,0.56,0.521,2.3,10.6,6.5,27.7,2.5,1.5,17.6,24.3,593,110.1,103.5,2.9,1.2,4.2,4.1,1.9,6
11,Emmitt Williams,SO,2019-20,F,Louisiana State,SEC,31,868,24.7,0.625,0.575,10.1,15.5,13,7.9,1.6,4.8,15,21.5,401,123.1,102.6,3.1,1,4.1,4.9,2.8,7.7
12,Saben Lee,JR,2019-20,G,Vanderbilt,SEC,32,1052,24.3,0.58,0.53,1.9,11,6.3,31.9,2.7,0.9,16.2,29.4,594,111.3,107.9,3.4,0.7,4,5.8,0.2,6
13,Dru Smith,JR,2019-20,G,Missouri,SEC,31,1017,19.4,0.543,0.454,4.6,10.7,7.6,27,3.8,1.5,19.2,22.6,421,107.8,95.7,2.2,1.8,4,3.9,4.1,7.9
14,Breein Tyree,SR,2019-20,G,Mississippi,SEC,31,1073,21,0.553,0.496,1.1,11.5,6.3,17.7,2.2,0.4,12.1,30,553,107.4,102,2.7,1.3,4,4.4,0.1,4.5
15,Austin Wiley,SR,2019-20,C,Auburn,SEC,31,663,30.2,0.614,0.574,17.8,29.1,23.4,5.4,1.4,8.2,16.2,23.1,336,121.2,90.7,2.5,1.5,4,2.9,5.2,8.1
16,Jimmy Whitt,SR,2019-20,G,Arkansas,SEC,32,1181,17.1,0.522,0.487,4.1,12.1,8.1,12.5,2.1,1.3,9.3,20.4,450,107.8,99,2.2,1.8,3.9,0.6,3.1,3.7
17,Josh Nebo,SR,2019-20,F,Texas A&M,SEC,29,836,24.4,0.66,0.665,10,15.2,12.6,7.8,0.9,9.6,17.7,20.9,331,117.9,99.1,2.4,1.2,3.7,2.9,5.8,8.7
18,Darius Days,SO,2019-20,F,Louisiana State,SEC,31,729,23.6,0.593,0.562,12.5,19.2,16,6.4,1.4,1.5,9.6,21.3,336,127.2,103,2.8,0.8,3.6,7.2,-0.5,6.7
19,Anthony Edwards,FR,2019-20,G,Georgia,SEC,32,1057,20.8,0.52,0.473,2.5,14.8,8.7,17.9,2.3,1.7,12.9,30.4,573,105.8,103.6,2.5,1.1,3.6,4.2,0.8,5.1
20,Maik Kotsar,SR,2019-20,F,South Carolina,SEC,31,944,19.1,0.524,0.497,7,16,11.4,14.8,2.7,4.5,12.6,19.1,352,109.3,94.6,1.8,1.8,3.6,1.8,5.8,7.6
21,Tyrese Maxey,FR,2019-20,G,Kentucky,SEC,31,1069,16.3,0.531,0.474,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7,424,107.1,99.6,2.1,1.5,3.6,3.1,2.4,5.4
22,KJ Buffen,SO,2019-20,F,Mississippi,SEC,32,924,19.1,0.55,0.514,8.3,16.7,12.5,12.1,2.9,3.4,14.3,19.1,331,109.6,96.6,1.8,1.6,3.4,1.8,5,6.8
23,Isaac Okoro,FR,2019-20,F,Auburn,SEC,28,881,19.2,0.587,0.556,6.4,8.8,7.6,13.1,1.7,3.1,15.2,19.6,351,116.7,101.3,2.3,1.1,3.4,4.3,3.4,7.8
24,Jordan Bowden,SR,2019-20,G,Tennessee,SEC,31,1067,15.3,0.506,0.45,1.9,11.6,6.9,17.8,1.7,1,10.8,23,403,106,100.5,1.9,1.4,3.3,2.7,0.9,3.6
25,Tyson Carter,SR,2019-20,G,Mississippi State,SEC,31,888,18.9,0.544,0.484,0.6,9.6,5.3,22,2.3,0.5,14.3,26.2,412,112.2,104.5,2.5,0.8,3.3,4.8,-0.9,3.9
26,Ashton Hagans,SO,2019-20,G,Kentucky,SEC,30,994,17.3,0.519,0.434,0.9,11.8,6.9,36.4,3.4,0.7,23.7,22.4,408,101.8,95.6,1.5,1.8,3.3,2.7,3.4,6.1
27,John Petty,JR,2019-20,G,Alabama,SEC,29,971,18.5,0.616,0.603,4.1,15.9,10.1,14.1,1.8,1.9,18,19.6,398,113,102.7,2.2,1.1,3.3,4.8,2.4,7.2
28,Robert Woodard,SO,2019-20,G,Mississippi State,SEC,31,1025,18.1,0.564,0.549,8.2,14.8,11.7,7.6,2,3.4,15.7,18.2,337,111.4,101.4,2,1.3,3.3,3.3,2.8,6.2
29,Isaiah Joe,SO,2019-20,G,Arkansas,SEC,26,939,17.5,0.544,0.497,1.7,11.5,6.6,10,2.2,0.8,10,24.2,402,106.4,99.2,1.8,1.4,3.2,4.5,0.7,5.3
30,Andrew Nembhard,SO,2019-20,G,Florida,SEC,31,1030,16.5,0.528,0.495,0.4,10.2,5.4,33.2,1.9,0.2,19.6,20.9,397,107.3,102.7,2,1.2,3.2,3,1,4
31,Jaden Shackelford,FR,2019-20,G,Alabama,SEC,31,911,18.2,0.567,0.531,4.5,11.1,7.8,9.4,1,0.6,10.1,22.9,424,115.7,107.2,2.5,0.6,3.2,5,-1,4
32,Yves Pons,JR,2019-20,G,Tennessee,SEC,31,1052,15.9,0.559,0.545,6.4,12.1,9.3,6.9,0.7,7.7,14.3,17.4,306,106.5,99,1.5,1.6,3.1,1.3,4.8,6.2
33,Devontae Shuler,JR,2019-20,G,Mississippi,SEC,32,1060,16.4,0.514,0.492,2.4,13.6,8,21.1,3,1,14.4,20.6,378,102.5,99.1,1.4,1.6,3,2.3,3,5.2
34,Trendon Watford,FR,2019-20,F,Louisiana State,SEC,31,979,18.9,0.549,0.517,7.9,16.9,12.6,9.9,1.6,2.5,17.6,23,416,106.7,103.4,1.9,1,3,2.5,1.8,4.2
35,Rayshaun Hammonds,JR,2019-20,F,Georgia,SEC,32,896,19.2,0.535,0.516,8.3,20.9,14.7,10.8,1.7,1.5,13.6,23.9,397,107.4,102.4,1.9,1,2.9,2.7,1.3,4
36,A.J. Lawson,SO,2019-20,G,South Carolina,SEC,31,903,16.2,0.541,0.502,1.9,12.2,7,12.4,2.3,0.5,13.9,23.4,376,105.5,98.9,1.6,1.3,2.9,3.2,0.9,4.2
37,Scottie Lewis,FR,2019-20,G,Florida,SEC,30,872,15.8,0.562,0.5,4.3,10.6,7.5,4.9,2.5,4.7,13,15.7,243,113.2,98.7,1.5,1.3,2.9,2.5,5.3,7.8
38,Noah Locke,SO,2019-20,G,Florida,SEC,31,923,14.6,0.585,0.576,0.9,9.1,5.1,4.7,1.3,0.1,7.6,17.3,275,118.6,104.6,2,0.9,2.9,4.7,0.4,5.1
39,Ja'vonte Smart,SO,2019-20,G,Louisiana State,SEC,31,1061,15.3,0.516,0.482,2,9,5.7,21.1,1.8,0.5,15.7,20.3,408,108.7,107.5,2.1,0.7,2.8,3.5,0.1,3.6
40,J'Von McCormick,SR,2019-20,G,Auburn,SEC,31,972,14.6,0.468,0.444,3.4,10.4,6.9,28.3,2,0.2,16.1,22.6,397,102.1,101.4,1.4,1.2,2.6,2.3,1.5,3.9
41,Aaron Nesmith,SO,2019-20,F,Vanderbilt,SEC,14,500,29,0.685,0.659,2.5,13.9,8,6.9,2.3,2.6,9.3,26.3,260,127.8,106.8,2.2,0.4,2.6,8.7,-0.4,8.3
42,Danjel Purifoy,SR,2019-20,F,Auburn,SEC,30,797,14.7,0.524,0.482,4.8,13,8.9,10.4,1.8,1.1,11.3,16.5,252,114.4,100.6,1.6,1.1,2.6,3.6,2.4,6.1
43,Abdul Ado,JR,2019-20,F,Mississippi State,SEC,31,876,15.9,0.605,0.595,14.1,14,14.1,4,1.1,7.3,22.3,10.8,205,116.1,101.6,1.4,1.1,2.5,2.8,5,7.8
44,Desi Sills,SO,2019-20,G,Arkansas,SEC,32,997,11.9,0.534,0.511,2.3,8.7,5.5,7.8,1.7,0.5,12.1,18.4,319,102.6,101.4,1.2,1.2,2.4,1.4,1.1,2.5
45,Khadim Sy,JR,2019-20,F,Mississippi,SEC,31,729,17.1,0.579,0.542,7.6,19.8,13.7,7,1.7,3.9,17.7,20.7,265,105.1,97.7,1.2,1.2,2.3,-0.1,3.2,3.1
46,Adrio Bailey,SR,2019-20,F,Arkansas,SEC,32,727,14.8,0.535,0.532,5.6,16.9,11.3,5.1,3,6.7,16.4,15.8,202,100.2,92.1,0.6,1.6,2.2,-0.8,6.8,6
47,Anfernee McLemore,SR,2019-20,F,Auburn,SEC,31,630,16,0.537,0.512,6.6,16.8,11.6,4,2,5.8,12.9,17.1,197,109.7,95.6,1,1.1,2.2,1.7,4.5,6.1
48,Xavier Pinson,SO,2019-20,G,Missouri,SEC,31,743,16,0.52,0.445,3.1,10.8,6.9,27.7,1.9,0,19.3,28.3,348,100.5,100.4,1.2,1,2.2,2.3,0.3,2.6
49,Jair Bolden,SR,2019-20,G,South Carolina,SEC,30,642,14.9,0.535,0.522,1,11.4,6.1,12.2,2.1,0.6,8.8,19.2,224,110.5,99.5,1.2,0.9,2.1,2.8,0.8,3.6
50,Donnell Gresham Jr.,SR,2019-20,G,Georgia,SEC,32,633,16.5,0.583,0.522,7.2,15.1,11.2,12.5,2.8,0,14.3,12.2,181,124.8,103.2,1.4,0.7,2.1,4.3,2.4,6.7
51,Herb Jones,JR,2019-20,F,Alabama,SEC,27,716,15.5,0.529,0.487,8,16.7,12.4,15.1,2.5,2.6,19.8,16.1,248,107.4,100.1,1.1,1,2.1,1,4.6,5.6
52,Justin Minaya,JR,2019-20,F,South Carolina,SEC,22,655,14.6,0.508,0.476,6.8,15.7,11.1,11.9,1.2,3.8,10.6,13.7,185,113.8,98.5,1.1,1,2.1,2.5,4,6.5
53,EJ Montgomery,SO,2019-20,F,Kentucky,SEC,28,674,14.1,0.545,0.522,9.3,16.2,13.1,4.8,1,5.1,15.6,14.1,177,108.9,96.4,0.9,1.2,2.1,1.1,4.9,6
54,Nate Sestina,SR,2019-20,F,Kentucky,SEC,28,554,15.4,0.583,0.554,9.3,12.7,11.2,7.8,1.3,3.2,12.7,14.6,166,120.7,98.4,1.3,0.8,2.1,4.5,3.5,8
55,Mark Smith,JR,2019-20,G,Missouri,SEC,24,641,14.6,0.558,0.531,1.5,16.1,8.7,6.3,2,0.2,11.9,19.5,204,108.5,98.1,1.1,1,2.1,2.8,0.8,3.6
56,Jermaine Cousinard,SO,2019-20,G,South Carolina,SEC,30,780,14.7,0.489,0.449,3,9.1,6,23.9,1.6,0.6,15.1,26.6,363,99.9,101.5,1.1,1,2,2.2,-0.1,2
57,Quenton Jackson,JR,2019-20,G,Texas A&M,SEC,29,684,15.4,0.505,0.415,1.7,12.9,7.3,15.6,3.2,1.3,14.8,22.8,246,101.8,98,0.9,1.1,2,0.9,2.2,3.1
58,Mitchell Smith,JR,2019-20,F,Missouri,SEC,30,658,12,0.48,0.421,7.3,19.1,13.1,6.3,1.9,1.7,9.6,13.8,159,108.9,96.2,0.9,1.2,2,0.7,3,3.7
59,D.J. Stewart,FR,2019-20,G,Mississippi State,SEC,31,917,11.6,0.542,0.516,1.2,8.5,5,9.9,2,0.8,15.3,15.8,244,106.9,105.4,1.2,0.8,2,2,0.8,2.9
60,Savion Flagg,JR,2019-20,G,Texas A&M,SEC,30,959,13.4,0.515,0.507,6.1,12.8,9.4,19.1,1.4,1.1,20.4,20.9,317,97,102.5,0.8,1.1,1.9,1.7,1.6,3.3
61,Alanzo Frink,SO,2019-20,F,South Carolina,SEC,30,429,20.2,0.597,0.596,13.6,15,14.3,6.6,2.1,5.8,14.2,17.1,162,119,95.4,1.1,0.8,1.9,2.6,4.6,7.2
62,Reed Nikko,SR,2019-20,F,Missouri,SEC,30,470,18,0.665,0.632,11.9,14,12.9,6.7,1.1,5.1,20.1,15.2,149,120.8,98.2,1.2,0.7,1.9,1.9,4.1,6
63,Scotty Pippen Jr.,FR,2019-20,G,Vanderbilt,SEC,32,952,14.8,0.526,0.455,1.9,9.2,5.4,25.2,2.1,0.5,19.1,24,408,101.9,109.9,1.5,0.4,1.9,1.2,-0.7,0.5
64,Emanuel Miller,FR,2019-20,F,Texas A&M,SEC,30,739,13.2,0.464,0.413,9.5,20.7,15.1,8,1.7,0.4,14.5,17.1,204,99,98,0.6,1.2,1.8,-1.4,1.9,0.5
65,Wendell Mitchell,SR,2019-20,G,Texas A&M,SEC,30,829,12.5,0.473,0.426,1.4,10.2,5.8,16.7,2.9,0.7,14.1,23.8,290,96.1,100.1,0.6,1.1,1.8,1.5,0.9,2.4
66,Javian Davis-Fleming,FR,2019-20,F,Alabama,SEC,31,498,17.3,0.618,0.604,9.6,14.7,12.2,5,2,2.5,18.4,16.9,186,115.4,102.1,1.1,0.6,1.7,1.3,2.2,3.4
67,Nick Weatherspoon,JR,2019-20,G,Mississippi State,SEC,21,636,15.6,0.526,0.456,1.9,11.2,6.8,26.3,1.8,1.6,20.3,23,258,104.3,104.3,1.1,0.6,1.7,1.5,0.7,2.2
68,Reggie Chaney,SO,2019-20,F,Arkansas,SEC,29,424,16.6,0.648,0.671,10.7,15.8,13.3,8.9,2.4,4.1,24.2,14.4,133,113.6,95,0.8,0.8,1.6,1,5.3,6.3
69,Omar Payne,FR,2019-20,F,Florida,SEC,30,454,17.6,0.577,0.614,14.8,13.8,14.3,3,1.1,8.6,15.3,13.6,126,116.9,98.2,0.9,0.7,1.6,1.8,5.9,7.7
70,Maxwell Evans,JR,2019-20,G,Vanderbilt,SEC,32,894,11.9,0.513,0.489,3.2,11.5,7.2,9.6,1.4,0.1,9.8,16.2,257,106.6,111,1.2,0.3,1.5,1.6,-0.5,1.1
71,Josiah-Jordan James,FR,2019-20,G,Tennessee,SEC,27,806,11.2,0.487,0.448,4.2,17.2,10.9,19.9,1.7,3.2,24.9,17.7,220,90.8,96.7,0.1,1.4,1.5,-0.6,4.1,3.5
72,Alex Reese,JR,2019-20,F,Alabama,SEC,31,707,14,0.514,0.496,4.9,16.8,10.9,8.6,1,4.1,15.3,20.3,258,100,102.9,0.7,0.8,1.5,1,1.9,2.9
73,Sahvir Wheeler,FR,2019-20,G,Georgia,SEC,31,847,12.9,0.544,0.509,2.2,7.6,5,29.8,1.7,0,26.1,19.7,321,100.4,108.3,1,0.5,1.5,0.9,-0.7,0.2
74,Kobe Brown,FR,2019-20,F,Missouri,SEC,30,544,13.7,0.496,0.462,6.8,17.6,12.2,6.6,3.2,2.6,18.2,20.3,167,94.2,93.7,0.3,1.1,1.4,-0.4,3.6,3.2
75,Jalen Harris,JR,2019-20,G,Arkansas,SEC,32,777,8,0.514,0.453,1.5,8.6,5.1,17.2,2,1.1,26.4,11.6,166,96.1,100.4,0.3,1,1.4,-0.5,2.6,2.1
76,Blake Hinson,SO,2019-20,G,Mississippi,SEC,28,872,10.3,0.516,0.488,4.6,12.8,8.7,9.2,1.1,1.2,18.4,19.9,272,94.4,103.3,0.5,0.9,1.4,0.4,1,1.4
77,Iverson Molinar,FR,2019-20,G,Mississippi State,SEC,31,478,14.8,0.584,0.538,2.1,5.7,3.9,16.3,1,0.9,16.9,20,175,113.2,108.7,1.1,0.3,1.4,2.3,-1.9,0.4
78,Keyshawn Bryant,SO,2019-20,F,South Carolina,SEC,22,473,15.8,0.507,0.467,6.4,16.2,11.2,11.7,2.1,4.7,17.5,24,192,96.7,95.5,0.4,0.9,1.3,-1.1,4,2.9
79,Jordan Harris,SR,2019-20,G,Georgia,SEC,23,460,16.8,0.59,0.562,6.8,15.3,11.1,8.8,3.1,2.2,21.6,18.3,158,104.9,101,0.7,0.6,1.3,2.3,3,5.3
80,Jalen Johnson,JR,2019-20,G,Tennessee,SEC,31,484,11.4,0.527,0.489,4,11.1,7.7,12.2,1.6,3,14.3,12.8,110,108.9,99.8,0.6,0.7,1.3,1.6,2.5,4.1
81,Javon Pickett,SO,2019-20,G,Missouri,SEC,31,835,8.8,0.446,0.425,5.9,11.2,8.5,11.1,1.2,0.8,15.8,16.8,214,93,101.6,0.3,1,1.3,-1.2,2,0.8
82,Toumani Camara,FR,2019-20,F,Georgia,SEC,32,767,11.3,0.535,0.509,8.1,11.7,9.9,4.8,1.4,2.4,21,15.5,213,99.4,106.1,0.6,0.6,1.2,0,1.9,2
83,Dylan Disu,FR,2019-20,F,Vanderbilt,SEC,32,865,11.5,0.478,0.469,4.3,20.9,12.3,7.5,2.2,3.7,15.6,17.3,234,92.8,103.7,0.3,0.9,1.2,-0.2,2.7,2.5
84,Tye Fagan,SO,2019-20,G,Georgia,SEC,32,372,19,0.592,0.585,7.2,9.1,8.2,8.7,2.1,2.4,11.9,16.2,126,119,105.9,0.9,0.3,1.2,2.9,1.6,4.5
85,Charles Manning Jr.,JR,2019-20,G,Louisiana State,SEC,19,428,16.5,0.569,0.554,3.6,11.5,7.7,8.2,1.3,5.1,13.2,17.2,139,113.5,104.8,0.8,0.4,1.2,2.4,2.5,4.9
86,Marlon Taylor,SR,2019-20,G,Louisiana State,SEC,21,488,11.9,0.524,0.447,8.4,10.9,9.7,4.2,1.4,1.1,13.2,13.5,133,115.5,106.9,0.8,0.4,1.2,2.9,0.6,3.5
87,Keion Brooks Jr.,FR,2019-20,F,Kentucky,SEC,31,469,12.5,0.508,0.492,8.5,15.5,12.3,2.1,1.4,3.1,15.5,17.5,132,98.5,97.2,0.4,0.8,1.1,-0.8,2.1,1.3
88,Tyree Crump,SR,2019-20,G,Georgia,SEC,30,603,11.4,0.51,0.484,2.4,9.8,6.1,9.5,1.7,0.2,13.9,18.8,193,102.4,107.7,0.7,0.4,1.1,2.4,-0.7,1.7
89,Jeremiah Tilmon,JR,2019-20,F,Missouri,SEC,17,339,19.9,0.608,0.594,12.4,13.4,12.9,8,0.9,7.9,22.4,22.3,134,105.3,97.8,0.6,0.5,1.1,0.5,4.8,5.4
90,Davonte Gaines,FR,2019-20,G,Tennessee,SEC,29,303,14.1,0.465,0.36,6,15.5,10.9,9,4.6,2.2,13.4,15.4,77,101.8,91.4,0.3,0.7,1,-0.1,4.8,4.7
91,Jamal Johnson,SO,2019-20,G,Auburn,SEC,31,346,11.7,0.55,0.518,4.6,7.6,6.1,5.8,1.5,0.6,11.8,15.2,100,115.9,103.6,0.7,0.4,1,3.3,0.4,3.7
92,Santiago Vescovi,,2019-20,G,Tennessee,SEC,19,576,11.5,0.527,0.479,2.1,10.3,6.3,26,2.4,0.6,25.7,23.7,208,92.1,99.5,0.2,0.8,1,1.1,0.9,2
93,James Bolden,SR,2019-20,G,Alabama,SEC,27,590,9.7,0.494,0.438,4.1,6.4,5.2,9.6,1.4,0.7,15.3,21.2,223,98.9,108,0.6,0.4,0.9,0.6,-0.7,-0.1
94,Devan Cambridge,FR,2019-20,G,Auburn,SEC,31,408,12.2,0.526,0.543,5.2,13.6,9.4,1.9,1.7,2.9,15.1,17.1,113,99.8,99.5,0.3,0.6,0.9,0.5,1.5,2
95,Wildens Leveque,FR,2019-20,F,South Carolina,SEC,30,295,14.3,0.574,0.609,13.2,15.7,14.4,3.5,1.9,6.3,20.1,12.8,80,108.9,95.3,0.4,0.5,0.9,-0.1,4.9,4.7
96,Ejike Obinna,JR,2019-20,F,Vanderbilt,SEC,31,565,11,0.566,0.563,10.3,17.7,13.9,0,1.4,1.3,20,11.7,128,106.5,108,0.6,0.4,0.9,-2.7,-1.7,-4.4
97,Austin Crowley,FR,2019-20,G,Mississippi,SEC,32,546,8,0.477,0.435,2.8,8,5.4,18,1.3,0.4,21.4,11.4,112,97.8,105.2,0.3,0.5,0.8,-1,0.8,-0.3
98,Jalyn McCreary,FR,2019-20,F,South Carolina,SEC,27,310,13.2,0.537,0.573,10.1,15.7,12.8,4.4,1.2,4.8,16.9,19,105,99.7,97.2,0.3,0.5,0.8,-1.4,2.5,1.1
99,Olivier Nkamhoua,FR,2019-20,F,Tennessee,SEC,30,343,13.4,0.578,0.564,11.7,19.3,15.6,6.3,0.7,4.9,26.8,17.6,98,96.1,96.9,0.2,0.6,0.8,-2,3,0.9
100,Clevon Brown,SR,2019-20,F,Vanderbilt,SEC,9,250,18.4,0.618,0.652,10,15.6,12.7,0.9,0.2,7.8,13.2,15.3,76,116.1,108,0.5,0.2,0.7,0.2,1.5,1.7
101,Ethan Henderson,SO,2019-20,F,Arkansas,SEC,20,184,14.4,0.533,0.571,10.1,18.9,14.5,3.9,1.2,9.4,6.4,8.6,39,126.3,93.8,0.3,0.4,0.7,-0.8,7.1,6.3
102,Johnny Juzang,FR,2019-20,G,Kentucky,SEC,28,344,8.4,0.496,0.468,4.9,12.7,9.2,4.7,0.8,0.6,15.4,14.5,79,98.5,101,0.2,0.4,0.7,0.6,0.9,1.4
103,Lamonte Turner,SR,2019-20,G,Tennessee,SEC,11,371,14.5,0.43,0.353,2.3,9.9,6.2,44.8,3.2,0.6,21.1,28,162,91.4,98.1,0.1,0.6,0.7,0.8,1.1,1.9
104,Christian Brown,FR,2019-20,F,Georgia,SEC,31,297,13.5,0.559,0.535,7.1,11.8,9.5,3,3,2.4,21.7,19.3,98,98.1,102.3,0.3,0.3,0.6,-0.6,1.5,0.9
105,Jay Jay Chandler,JR,2019-20,G,Texas A&M,SEC,29,592,7.5,0.491,0.431,1.8,9.4,5.6,11.9,2.3,0.2,22.7,20.6,168,87.6,102.3,-0.1,0.7,0.6,-1.5,0.5,-1
106,Trae Hannibal,FR,2019-20,G,South Carolina,SEC,26,330,12.2,0.468,0.435,3.6,14.7,9,17.6,5.3,1.1,26,21.5,109,83.5,90.4,-0.2,0.8,0.6,-2.5,5,2.5
107,Tre Mann,FR,2019-20,G,Florida,SEC,29,516,7.7,0.446,0.425,1.9,10.8,6.5,7.4,2,0.4,15.6,21,145,87.6,101.9,-0.1,0.6,0.6,-1.4,0.9,-0.4
108,Galin Smith,JR,2019-20,F,Alabama,SEC,31,405,9.8,0.531,0.557,10.3,9.8,10,3,0.4,5.7,21.5,13.1,105,99.8,106.1,0.3,0.3,0.6,-1.7,2.8,1.2
109,Parker Braun,FR,2019-20,F,Missouri,SEC,24,143,16.3,0.693,0.75,5.7,14.2,9.9,9.2,1.7,11.5,25.2,11.4,31,110.8,94,0.2,0.3,0.5,-0.5,8.7,8.2
110,Allen Flanigan,FR,2019-20,G,Auburn,SEC,31,429,6.7,0.429,0.419,6,15,10.4,4.7,1.1,1,17.7,15.8,101,87.1,101.2,-0.1,0.5,0.5,-2.5,1.5,-1.1
111,Yavuz Gultekin,FR,2019-20,F,Texas A&M,SEC,24,192,12.3,0.514,0.488,9.2,14.7,11.9,4.8,1.3,0.8,12,13.6,45,108.3,101.8,0.2,0.2,0.5,-0.6,0.5,-0.1
112,Jordan Wright,FR,2019-20,G,Vanderbilt,SEC,31,514,11.7,0.471,0.404,6.4,13.5,9.9,5.7,2.7,1.7,17.2,22.4,176,90.8,106.4,0.1,0.4,0.5,-2.5,0.3,-2.2
113,Jonathan Aku,FR,2019-20,F,Texas A&M,SEC,30,251,9.3,0.505,0.478,14,18.3,16.2,5.8,1.5,5.2,38.5,9.8,42,88.7,97.7,0,0.4,0.4,-3.1,5.2,2
114,Dontay Bassett,JR,2019-20,F,Florida,SEC,17,115,14.1,0.507,0.467,14,16.5,15.3,7.6,1.6,7.9,19.5,11.8,28,112.5,96.1,0.2,0.2,0.4,1.2,7,8.1
115,Sammy Hunter,FR,2019-20,F,Mississippi,SEC,27,306,7.6,0.465,0.415,5.4,8.8,7.1,7.2,1.1,1.5,15.2,16.6,79,93.3,104.3,0.1,0.3,0.4,-3,0.8,-2.2
116,Aundre Hyatt,SO,2019-20,G,Louisiana State,SEC,29,317,7.8,0.401,0.382,5.2,14.5,10.1,3.4,2,2.8,12.5,12.2,59,92.6,103.2,0.1,0.3,0.4,0.2,1.7,1.9
117,Tray Jackson,FR,2019-20,F,Missouri,SEC,26,210,11.7,0.525,0.483,6.1,20.5,13.2,3.3,1.4,1.8,21.7,22.6,69,91.2,96.8,0,0.4,0.4,-3.1,0,-3.1
118,Jason Jitoboh,FR,2019-20,C,Florida,SEC,21,131,13.4,0.512,0.517,12.3,13.5,13,0,0,6.1,11.9,16.9,39,107.2,101.9,0.2,0.2,0.4,-2.3,-0.2,-2.5
119,Mike Peake,FR,2019-20,F,Georgia,SEC,24,217,11.2,0.613,0.577,6.7,17.2,12,0.8,0.8,2.8,23.5,13.1,52,103,105.1,0.2,0.2,0.4,-1.4,0,-1.4
120,Luis Rodriguez,SO,2019-20,G,Mississippi,SEC,5,112,19.6,0.459,0.375,11.5,15.7,13.6,22.5,2.6,2,8.7,15.9,39,115.8,98.6,0.3,0.2,0.4,3.1,3.8,6.9
121,Bryce Williams,JR,2019-20,G,Mississippi,SEC,29,368,7.4,0.572,0.492,1.3,6.4,3.8,11.8,2.5,1.5,30.8,15.9,90,89,102.2,0,0.4,0.4,-2.3,1.7,-0.6
122,Jaylin Williams,FR,2019-20,F,Auburn,SEC,14,100,21.1,0.578,0.554,8.5,18.5,13.5,12.3,3.4,5.4,16.9,16.9,34,113.5,92,0.2,0.2,0.4,2.5,6.4,9
123,Drew Pember,FR,2019-20,F,Tennessee,SEC,22,121,10.2,0.473,0.396,10,11.3,10.7,8.1,0.5,1.8,14,15.4,32,104.7,102.6,0.1,0.1,0.3,0.5,0,0.5
124,Antavion Collum,FR,2019-20,F,Mississippi,SEC,22,226,5.1,0.41,0.333,3.1,15.6,9.4,6.3,2.3,0,22.7,10,32,81.2,100.1,-0.1,0.3,0.2,-3.3,2.5,-0.8
125,Jaylen Forbes,FR,2019-20,G,Alabama,SEC,30,313,6,0.448,0.4,6.3,14.3,10.3,7.4,0.8,0.6,21.9,16.7,87,87.8,105.8,0,0.3,0.2,-1.6,-0.2,-1.9
126,Andre Gordon,FR,2019-20,G,Texas A&M,SEC,28,677,6.5,0.421,0.399,1,9.1,5,15.3,2.2,0.2,20.1,20.4,172,79.9,102.9,-0.6,0.8,0.2,-3.5,0.7,-2.8
